ћес€ц	—реднее число п€тен
09.2007	2.4
10.2007	0.9
11.2007	1.7
12.2007	10.1
01.2008	3.3
02.2008	2.1
03.2008	9.3
04.2008	2.9
05.2008	3.2
06.2008	3.4
07.2008	0.8
08.2008	0.5
09.2008	1.1
10.2008	2.9
11.2008	4.1
12.2008	0.8
01.2009	1.3
02.2009	1.4
03.2009	0.7
04.2009	0.8
05.2009	2.9
06.2009	2.9
07.2009	3.2
08.2009	0.0
09.2009	4.3
10.2009	4.8
11.2009	4.1
12.2009	10.8
01.2010	13.2
02.2010	18.8
03.2010	15.4
04.2010	8.0
05.2010	8.7
06.2010	13.6
07.2010	16.1
08.2010	19.6
09.2010	25.2
10.2010	23.5
11.2010	21.5
12.2010	14.4
01.2011	18.8
02.2011	29.6
03.2011	55.8
04.2011	54.4
05.2011	41.5
06.2011	37.0
07.2011	43.9
08.2011	50.6
09.2011	78.0
10.2011	88.0
